Canonical	Names	Description	Source	Link
bindbole-wood	Bindbole Wood	A northern wood of the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bindbolewood.html
bindbole-wood	Bindbole Wood / Bindbale Wood		The Thain's Book	http://www.tuckborough.net/forests.html#Bindbole%20Wood
bonfire-glade	Bonfire Glade	A burnt glade in the Old Forest	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bonfireglade.html
bonfire-glade	Bonfire Glade		The Thain's Book	http://www.tuckborough.net/plains.html#Bonfire-Glade
bonfire-glade	Bonfire Glade		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bonfire_Glade
bralda-him	Bralda-hîm	Heady ale	Encyclopedia Arda	http://www.glyphweb.com/arda/b/braldahim.html
brandy-hall	Brandy Hall	The seat of the Brandybuck family	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brandyhall.html
brandy-hall	Brandy Hall		The Thain's Book	http://www.tuckborough.net/dwellings.html#Brandy%20Hall
bree	Bree	An ancient township of Eriador	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bree.html
bree	Bree-land		Encyclopedia Arda	http://www.glyphweb.com/arda/b/breeland.html
bree	Bree		The Thain's Book	http://www.tuckborough.net/towns.html#Bree
bree	Bree		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bree
bree	Bree Hill		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bree-hill
bree	Bree-land		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bree-land
bree-hill	Bree-hill	The centrepoint of the Bree-land	Encyclopedia Arda	http://www.glyphweb.com/arda/b/breehill.html
bree-hill	Bree-hill		The Thain's Book	http://www.tuckborough.net/hills.html#Bree-hill
bree-west-gate	West-gate of Bree		Tolkien Gateway	http://www.tolkiengateway.net/wiki/West-gate_of_Bree
breredon	Breredon	A village beyond the Hedge	Encyclopedia Arda	http://www.glyphweb.com/arda/b/breredon.html
breredon	Breredon		The Thain's Book	http://www.tuckborough.net/towns.html#Breredon
breredon	Breredon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Breredon
brethil	Brethil / Forest of Brethil	The home of the Folk of Haleth	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brethil.html
bridgefields	Bridgefields		Encyclopedia Arda	http://www.glyphweb.com/arda/b/bridgefields.html
bridgefields	Bridgefields		The Thain's Book	http://www.tuckborough.net/plains.html#Bridgefields
bridgefields	Bridgefields		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bridgefields
brillthor	Brilthor	The fourth of Gelion's six tributaries	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brilthor.html
brithiach	Brithiach	The northern ford of the Sirion	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brithiach.html
brithombar	Brithombar	The Haven at the mouth of the Brithon	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brithombar.html
brithon	Brithon	The river that flowed through Brithombar	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brithon.html
brockenborings	Brockenbores / Brockenborings	A settlement in the north of the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/b/brockenbores.html
brockenborings	Brockenbores		The Thain's Book	http://www.tuckborough.net/caves.html#Brockenborings
brockenborings	Brockenbores		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Brockenbores
bruinen	Bruinen / River Bruinen	The Elves name for the Loudwater	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bruinen.html
bruinen	Loudwater	The river the Elves called Bruinen	Encyclopedia Arda	http://www.glyphweb.com/arda/l/loudwater.html
bruinen	Bruinen (Loudwater)		The Thain's Book	http://www.tuckborough.net/rivers.html#Bruinen
bruinen	Bruinen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bruinen
bruinen	Loudwater		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Loudwater
buck-hill	Buck Hill	The hill that held Brandy Hall	Encyclopedia Arda	http://www.glyphweb.com/arda/b/buckhill.html
buck-hill	Buck Hill		The Thain's Book	http://www.tuckborough.net/hills.html#Buck%20Hill
buck-hill	Buck Hill		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Buck_Hill
buckland	Buckland		Encyclopedia Arda	http://www.glyphweb.com/arda/b/buckland.html
buckland	Buckland		The Thain's Book	http://www.tuckborough.net/lands.html#Buckland
buckland	Buckland / East March		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Buckland
buckland-gate	Buckland Gate	The North Gate of the Bucklanders	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bucklandgate.html
buckland-gate	Buckland Gate		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Buckland_Gate
bucklebury	Bucklebury	A village on the banks of the Brandywine	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bucklebury.html
bucklebury	Bucklebury		The Thain's Book	http://www.tuckborough.net/towns.html#Bucklebury
bucklebury	Bucklebury		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bucklebury
bucklebury-ferry	Bucklebury Ferry	The ferry across the Brandywine into Buckland	Encyclopedia Arda	http://www.glyphweb.com/arda/b/buckleburyferry.html
bucklebury-ferry	Brandywine		The Thain's Book	http://www.tuckborough.net/rivers.html#Brandywine
bucklebury-ferry	Bucklebury Ferry		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bucklebury_Ferry
budgeford	Budgeford	A town of the Shires Eastfarthing	Encyclopedia Arda	http://www.glyphweb.com/arda/b/budgeford.html
budgeford	Budgeford		The Thain's Book	http://www.tuckborough.net/towns.html#Budgeford
budgeford	Budgeford		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Budgeford
bywater	Bywater	The village by the Water	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bywater.html
bywater	Bywater		The Thain's Book	http://www.tuckborough.net/towns.html#Bywater
bywater	Bywater		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bywater
bywater-pool	Bywater Pool	A small lake in the Water	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bywaterpool.html
bywater-pool	Bywater Pool		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bywater_Pool
bywater-road	Bywater Road	The road to Bywater and beyond	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bywaterroad.html
bywater-road	Bywater Road		The Thain's Book	http://www.tuckborough.net/roads.html#Bywater-Road
bywater-road	Bywater Road		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bywater_Road
cabed-en-aras	Deer's Leap	The chasm of Cabed-en-Aras	Encyclopedia Arda	http://www.glyphweb.com/arda/d/deersleap.html
cabed-naeramarth	Cabed Naeramarth	The Leap of Dreadful Doom	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cabednaeramarth.html
caben-en-aras	Cabed-en-Aras	The Deers Leap	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cabedenaras.html
cair-andros	Cair Andros	The Ship of Long-foam	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cairandros.html
cair-andros	Ship of Long-foam	The island of Cair Andros	Encyclopedia Arda	http://www.glyphweb.com/arda/s/shipoflongfoam.html
cair-andros	Cair Andros		The Thain's Book	http://www.tuckborough.net/coastal.html#Cair_Andros
cair-andros	Cair Andros		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cair_Andros
calacirian	Calacirian	A region near the Pass of Light	Encyclopedia Arda	http://www.glyphweb.com/arda/c/calacirian.html
calacirya	Calacirya	The Pass of Light	Encyclopedia Arda	http://www.glyphweb.com/arda/c/calacirya.html
calembel	Calembel	The township on the River Ciril	Encyclopedia Arda	http://www.glyphweb.com/arda/c/calembel.html
calembel	Calembel		The Thain's Book	http://www.tuckborough.net/towns.html#Calembel
calembel	Calembel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calembel
calenardhon	Calenardhon		Encyclopedia Arda	http://www.glyphweb.com/arda/c/calenardhon.html
calenardhon	Riddermark		Encyclopedia Arda	http://www.glyphweb.com/arda/r/riddermark.html
calenardhon	Rochand		Encyclopedia Arda	http://www.glyphweb.com/arda/r/rochand.html
calenardhon	Rohan		Encyclopedia Arda	http://www.glyphweb.com/arda/r/rohan.html
calenardhon	Mark		Encyclopedia Arda	http://www.glyphweb.com/arda/m/mark.html
calenardhon	Rochann		Encyclopedia Arda	http://www.glyphweb.com/arda/r/rochann.html
calenardhon	Rohan		The Thain's Book	http://www.tuckborough.net/rohan.html
calenardhon	Calenardhon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calenardhon
calenardhon	Rochand		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Rohan
calenardhon	Mark		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Riddermark
calenhad	Calenhad	Sixth of the Beacons of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/c/calenhad.html
calenhad	Calenhad		The Thain's Book	http://www.tuckborough.net/hills.html#Calenhad
calenhad	Calenhad		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Calenhad
calenrath	Greenway	The remnant of the old North-South Road	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenway.html
calenrath	North-South Road (Greenway)		The Thain's Book	http://www.tuckborough.net/roads.html#North-South
calenrath	Greenway		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Greenway
calmindon	Calmindon	The Light-tower of Tol Uinen	Encyclopedia Arda	http://www.glyphweb.com/arda/c/calmindon.html
cape-of-forochel	Cape of Forochel	The home of the Lossoth	Encyclopedia Arda	http://www.glyphweb.com/arda/c/capeofforochel.html
cape-of-forochel	Icebay of Forochel & Cape of Forochel		The Thain's Book	http://www.tuckborough.net/coastal.html#Forochel
cape-of-forochel	Cape of Forochel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cape_of_Forochel
carach-angren	Carach Angren	The pass between Gorgoroth and Udûn	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carachangren.html
carach-angren	Isenmouthe	The iron jaws to the south of Udûn	Encyclopedia Arda	http://www.glyphweb.com/arda/i/isenmouthe.html
carach-angren	Isenmouthe		The Thain's Book	http://www.tuckborough.net/caves.html#Isenmouthe
carach-angren	Carach Angren		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Carach_Angren
carach-angren	Isenmouthe		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Isenmouthe
caradhras	Baraz	The short form of Barazinbar	Encyclopedia Arda	http://www.glyphweb.com/arda/b/baraz.html
caradhras	Barazinbar	The Dwarvish name for the Redhorn	Encyclopedia Arda	http://www.glyphweb.com/arda/b/barazinbar.html
caradhras	Caradhras	The Redhorn	Encyclopedia Arda	http://www.glyphweb.com/arda/c/caradhras.html
caradhras	Redhorn	The Mannish name for Caradhras	Encyclopedia Arda	http://www.glyphweb.com/arda/r/redhorn.html
caradhras	The Cruel		Encyclopedia Arda	http://www.glyphweb.com/arda/c/cruel.html
caradhras	Redhorn (Caradhras)		The Thain's Book	http://www.tuckborough.net/mountains.html#Redhorn
caradhras	Caradhras / Barazinbar / Redhorn Gate / Redhorn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Caradhras
carag	Carrock	The rocky river-island named by Beorn	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carrock.html
carag	Carrock		Lord of the Rings Wikia	http://lotr.wikia.com/wiki/Carrock
carag	Carrock		The Thain's Book	http://www.tuckborough.net/coastal.html#Carrock
carag	Carrock		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Carrock
caragdur	Caragdúr	The precipice beneath Gondolin	Encyclopedia Arda	http://www.glyphweb.com/arda/c/caragdur.html
caras-galadhon	Caras Galadhon		The Thain's Book	http://www.tuckborough.net/towns.html#Caras_Galadhon
caras-galdhon	Caras Galadhon	The tree-city of the Galadhrim	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carasgaladhon.html
caras-galdhon	Caras Galadhon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Caras_Galadhon
caras-perian	Hobbiton	The township beneath the Hill	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hobbiton.html
caras-perian	Hobbiton		The Thain's Book	http://www.tuckborough.net/towns.html#Hobbiton
caras-perian	Hobbiton		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hobbiton
carchost	Carchost	One of the Towers that guarded the Black Gate	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carchost.html
carchost	Towers of the Teeth: Narchost & Carchost		The Thain's Book	http://www.tuckborough.net/fortress.html#Teeth
carchost	Carchost		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Carchost
cardolan	Cardolan		Encyclopedia Arda	http://www.glyphweb.com/arda/c/cardolan.html
cardolan	Arnor / Rhudaur / Cardolan / Arthedain / North-kingdom of Arnor		The Thain's Book	http://www.tuckborough.net/arnor.html
cardolan	Cardolan		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cardolan
carn-dum	Carn Dúm / Carn Dûm	Mountain Fortress of Angmar	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carndum.html
carn-dum	Carn Dûm		The Thain's Book	http://www.tuckborough.net/fortress.html#Carn_Dum
carn-dum	Carn Dûm		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Carn_D%C3%BBm
carnen	Carnen	The long river known as the Redwater	Encyclopedia Arda	http://www.glyphweb.com/arda/c/carnen.html
carnen	Redwater	The red river out of the Iron Hills	Encyclopedia Arda	http://www.glyphweb.com/arda/r/redwater.html
carnen	Redwater		The Thain's Book	http://www.tuckborough.net/rivers.html#Redwater
carnen	Carnen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Carnen
carnen	Redwater		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Redwater
causeway	"Causeway / Causeway, Gondor"	The roadway between the Osgiliath and the Pelennor	Encyclopedia Arda	http://www.glyphweb.com/arda/c/causeway.html
causeway	Causeway (Gondor)		The Thain's Book	http://www.tuckborough.net/roads.html#Causeway-Gondor
causeway	Causeway (Shire)		The Thain's Book	http://www.tuckborough.net/roads.html#Causeway-Shire
celduin	Celduin / River Celduin	The long river that flowed out of Erebor	Encyclopedia Arda	http://www.glyphweb.com/arda/c/celduin.html
celduin	Running / River Running	The river that flowed out of the Lonely Mountain	Encyclopedia Arda	http://www.glyphweb.com/arda/r/running.html
celduin	Celduin / River Running / Running River		The Thain's Book	http://www.tuckborough.net/rivers.html#River%20Running
celduin	Celduin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Celduin
celduin	River Running		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Running
celebdil	Celebdil	The mountain known as the Silvertine	Encyclopedia Arda	http://www.glyphweb.com/arda/c/celebdil.html
celebdil	Kibil-nâla	The Dwarves name for the River Silverlode	Encyclopedia Arda	http://www.glyphweb.com/arda/k/kibilnala.html
celebdil	Silvertine	The Mannish name for Zirakzigil	Encyclopedia Arda	http://www.glyphweb.com/arda/s/silvertine.html
celebdil	Zirak	A Dwarvish name for Zirakzigil	Encyclopedia Arda	http://www.glyphweb.com/arda/z/zirak.html
celebdil	Zirakzigil	The Silvertine	Encyclopedia Arda	http://www.glyphweb.com/arda/z/zirakzigil.html
celebdil	Silvertine (Zirak-zigil)		The Thain's Book	http://www.tuckborough.net/mountains.html#Silvertine
celebdil	Celebdil / Zirakzigil / Silvertine		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Celebdil
celebrant	Celebrant	The Elves name for the River Silverlode	Encyclopedia Arda	http://www.glyphweb.com/arda/c/celebrant.html
celebrant	Silverlode / River Silverlode	The river the Elves called Celebrant	Encyclopedia Arda	http://www.glyphweb.com/arda/s/silverlode.html
celebrant	Silverlode (Celebrant)		The Thain's Book	http://www.tuckborough.net/rivers.html#Silverlode
celebrant	Kibil-nâla		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Kibil-n%C3%A2la
celebrant	Silverlode / Celebrant		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Celebrant
celebros	Celebros	The stream of the Rainy Stair	Encyclopedia Arda	http://www.glyphweb.com/arda/c/celebros.html
celon	Celon / River Celon	The river that flowed past Nan Elmoth	Encyclopedia Arda	http://www.glyphweb.com/arda/c/celon.html
cerin-amroth	Cerin Amroth	The mound at the heart of Lórien	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cerinamroth.html
cerin-amroth	Cerin Amroth		The Thain's Book	http://www.tuckborough.net/hills.html#Cerin%20Amroth
cerin-amroth	Cerin Amroth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cerin_Amroth
cerin-elendil	Mound of Elendil	Elendils grave on the Halifirien	Encyclopedia Arda	http://www.glyphweb.com/arda/m/moundofelendil.html
cerin-mundburg	Mounds of Mundburg	The war-graves of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/m/moundsofmundburg.html
cil-rohan	Gap of Rohan	The breach between the Misty Mountains and the White	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gapofrohan.html
cil-rohan	Gap of Rohan		The Thain's Book	http://www.tuckborough.net/caves.html#Gap-Rohan
cil-rohan	Gap of Calenardhon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gap_of_Calenardhon
cil-rohan	Gap of Rohan		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gap_of_Rohan
ciril	Kiril / Ciril / River Ciril	A minor river of western Lamedon	Encyclopedia Arda	http://www.glyphweb.com/arda/c/ciril.html
ciril	Ciril		The Thain's Book	http://www.tuckborough.net/rivers.html#Ciril
ciril	Ciril / Kiril		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Ciril
cirith-aglon	Pass of Aglon	The narrow pass west of the March of Maedhros	Encyclopedia Arda	http://www.glyphweb.com/arda/p/passofaglon.html
cirith-anach	Pass of Anach	The western pass of the Ered Gorgoroth	Encyclopedia Arda	http://www.glyphweb.com/arda/p/passofanach.html
cirith-anach	Pass of Anach / Anach		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Anach
cirith-gorgor	Cirith Gorgor	The Haunted Pass	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cirithgorgor.html
cirith-gorgor	Cirith Gorgor		The Thain's Book	http://www.tuckborough.net/caves.html#Cirith_Gorgor
cirith-gorgor	Haunted Pass / Cirith Gorgor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cirith_Gorgor
cirith-morgul	Morgul Pass	The main pass of the Ephel Dúath	Encyclopedia Arda	http://www.glyphweb.com/arda/m/morgulpass.html
cirith-ninniach	Cirith Ninniach	The Rainbow Cleft	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cirithninniach.html
cirith-thoronath	Cirith Thoronath	The Eagles Cleft	Encyclopedia Arda	http://www.glyphweb.com/arda/c/ciriththoronath.html
cirith-ungol	Cirith Dúath	The Pass of Shadows	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cirithduath.html
cirith-ungol	Cirith Ungol	The high pass where Shelob lurked	Encyclopedia Arda	http://www.glyphweb.com/arda/c/cirithungol.html
cirith-ungol	Cirith Ungol		The Thain's Book	http://www.tuckborough.net/caves.html#Ungol
cirith-ungol	Cirith Dúath		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cirith_D%C3%BAath
cirith-ungol	Kirith Ungol / Cirith Ungol		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Cirith_Ungol
closed-door	Closed Door	The door that led to the Silent Street	Encyclopedia Arda	http://www.glyphweb.com/arda/c/closeddoor.html
cof-andunie	Bay of Andúnië	Northernmost of the three bays of the Andustar	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bayofandunie.html
cof-belar	Bay of Balar	The bay at the Mouths of Sirion	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bayofbalar.html
cof-belar	Bay of Balar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Bay_of_Balar
